5	2
7	2
11	2
13	2
17	3
19	3
23	3
29	3
31	3
37	4
41	4
43	4
47	4
53	4
59	4
61	4
67	5
71	5
73	5
79	5
83	5
89	5
97	5
101	5
103	5
107	5
109	5
113	5
127	5
131	6
137	6
139	6
149	6
151	6
157	6
163	6
167	6
173	6
179	6
181	6
191	6
193	6
197	6
199	6
211	6
223	6
227	6
229	6
233	6
239	6
241	6
251	6
257	7
263	7
269	7
271	7
277	7
281	7
283	7
293	7
307	7
311	7
313	7
317	7
331	7
337	7
347	7
349	7
353	7
359	7
367	7
373	7
379	7
383	7
389	7
397	7
401	7
409	7
419	7
421	7
431	7
433	7
439	7
443	7
449	7
457	7
461	7
463	7
467	7
479	7
487	7
491	7
499	7
503	7
509	7
