0.8485920177058016	0.0
0.8485331274129188	0.0
0.8484154713691717	0.0
0.8466702797246853	0.0
0.8460965918794563	0.0
0.8459823283828541	0.0
0.8458112275768965	0.0
0.8395588435169251	0.0
0.8359937854595485	0.0
0.8350389172350989	0.0
0.8332599873842624	0.0
0.8325786200324756	0.0
0.8325301704442962	0.0
0.8318069004577825	0.0
0.830426749313309	0.0
0.8300971325379655	0.0
0.8291163369784628	0.0
0.828884574307921	0.0
0.8257086347357333	0.0
0.8202110156096184	0.0
0.8162080467182197	0.0
0.8144158228987938	0.001
0.8137638231230516	0.0
0.812363486979563	0.0
0.8118029430271199	0.001
0.8116913218846519	0.002
0.8086299951980198	0.006
0.8002173931658484	0.053
0.7997711171059925	0.043
0.799453966842583	0.045
0.798260900726625	0.062
0.7961118390288667	0.082
0.7929424701811031	0.142
0.7910532244644022	0.189
0.790602438753367	0.19
0.7896258924453186	0.185
0.7885528588594896	0.224
0.7873071558100135	0.285
0.7870659005618572	0.291
0.785085965690251	0.361
0.7825526332479935	0.396
0.7820265018169685	0.428
0.7816033842630269	0.432
0.779235691661345	0.507
0.7762727675896636	0.593
0.7748589248711907	0.639
0.7745660183772831	0.664
0.773517059251492	0.651
0.7694917741894247	0.767
0.7690538411867622	0.759
0.7673290941028758	0.804
0.7668641997200171	0.809
0.7646438487697509	0.846
0.7636751745852719	0.88
0.7636174843526746	0.842
0.7619088807637099	0.881
0.7590805045004055	0.913
0.7566940186826452	0.926
0.7549111405489135	0.941
0.7517709002298444	0.959
0.7440497941583397	0.985
0.7411949089122182	0.993
0.7345182950899578	0.997
0.7339252181049446	0.996
0.7334107369329618	0.999
0.7332766718040139	0.997
0.7328035999183202	0.997
0.7314760215373926	0.996
0.7310866058829748	0.997
0.7309808135265097	0.998
0.7303846231314405	0.996
0.7299902463737693	0.999
0.7283128114481644	0.998
0.7275739013471918	0.999
0.7272076639407249	0.998
0.7271523584563143	1.0
0.7238570260509518	0.999
0.7217121789401161	1.0
0.7173109282623961	1.0
0.7164113019600659	1.0
0.7163276338465157	1.0
0.7153964403787392	1.0
0.7127025937482641	1.0
0.7096051474465617	1.0
0.7072560131500868	1.0
0.7069528102169965	1.0
0.7064298164437754	1.0
0.7059583037934929	1.0
0.7038512098987678	1.0
0.7021090395451055	1.0
